biotype,chromosome_name,ensembl_gene_id,ensembl_transcript_id,function_group,gene_row_index,gene_token_ids,genomic_loc,preferred_ensembl,start_position,symbol,transcript_length
protein_coding,11,ENSG00000109991,ENST00000263314,rare_protein_coding,3360,3727,6632,ENSG00000109991,57338352,P2RX3,3792
protein_coding,11,ENSG00000110002,ENST00000456829,protein_coding,3361,3728,7844,ENSG00000110002,124115404,VWA5A,4300
protein_coding,11,ENSG00000110011,ENST00000628077,Housekeeping,3362,3729,6849,ENSG00000110011,64230278,DNAJC4,1130
protein_coding,11,ENSG00000110013,ENST00000263593,protein_coding,3363,3730,7867,ENSG00000110013,124633113,SIAE,5441
protein_coding,11,ENSG00000110031,ENST00000395074,Transcription Factor,3364,3732,6668,ENSG00000110031,58526871,LPXN,1828
protein_coding,11,ENSG00000110042,ENST00000227451,protein_coding,3365,3733,6690,ENSG00000110042,59171430,DTX4,6003
protein_coding,11,ENSG00000110046,ENST00000377264,protein_coding,3366,3734,6873,ENSG00000110046,64894546,ATG2A,6318
protein_coding,11,ENSG00000110047,ENST00000320631,protein_coding,3367,3735,6872,ENSG00000110047,64851642,EHD1,4453
protein_coding,11,ENSG00000110048,ENST00000263847,Housekeeping,3368,3736,6706,ENSG00000110048,59574398,OSBP,4713
protein_coding,11,ENSG00000110057,ENST00000227471,protein_coding,3369,3737,6983,ENSG00000110057,67991100,UNC93B1,2294
protein_coding,11,ENSG00000110060,ENST00000227474,protein_coding,3370,3738,7895,ENSG00000110060,125893485,PUS3,1829
protein_coding,11,ENSG00000110063,ENST00000263579,protein_coding,3371,3739,7905,ENSG00000110063,126304060,DCPS,5427
protein_coding,11,ENSG00000110066,ENST00000304363,Transcription Factor,3372,3740,6987,ENSG00000110066,68154863,KMT5B,5718
protein_coding,11,ENSG00000110074,ENST00000263578,protein_coding,3373,3741,7904,ENSG00000110074,126269024,FOXRED1,1951
protein_coding,11,ENSG00000110075,ENST00000393800,protein_coding,3374,3742,6991,ENSG00000110075,68460731,PPP6R3,5072
protein_coding,11,ENSG00000110076,ENST00000265459,rare_protein_coding,3375,3743,6863,ENSG00000110076,64606174,NRXN2,6632
protein_coding,11,ENSG00000110077,ENST00000528851,protein_coding,3376,3744,6727,ENSG00000110077,60172015,MS4A6A,1302
protein_coding,11,ENSG00000110079,ENST00000337908,protein_coding,3377,3745,6728,ENSG00000110079,60185657,MS4A4A,1522
protein_coding,11,ENSG00000110080,ENST00000444328,protein_coding,3378,3746,7907,ENSG00000110080,126355640,ST3GAL4,1810
protein_coding,11,ENSG00000110090,ENST00000265641,protein_coding,3379,3747,6996,ENSG00000110090,68754620,CPT1A,5238
protein_coding,11,ENSG00000110092,ENST00000227507,Transcription Factor,3380,3748,7013,ENSG00000110092,69641156,CCND1,4238
protein_coding,11,ENSG00000110104,ENST00000227520,protein_coding,3381,3749,6744,ENSG00000110104,60842113,CCDC86,1851
protein_coding,11,ENSG00000110107,ENST00000227524,Housekeeping,3382,3750,6746,ENSG00000110107,60890547,PRPF19,2337
protein_coding,11,ENSG00000110108,ENST00000227525,protein_coding,3383,3751,6747,ENSG00000110108,60914158,TMEM109,2129
protein_coding,11,ENSG00000110148,ENST00000334619,rare_protein_coding,3384,3752,5914,ENSG00000110148,6259806,CCKBR,2019
protein_coding,11,ENSG00000110169,ENST00000265983,rare_protein_coding,3385,3753,5919,ENSG00000110169,6431049,HPX,1575
protein_coding,11,ENSG00000110171,ENST00000345851,Transcription Factor,3386,3754,5920,ENSG00000110171,6448613,TRIM3,2838
protein_coding,11,ENSG00000110172,ENST00000320585,protein_coding,3387,3755,7360,ENSG00000110172,90200429,CHORDC1,3070
protein_coding,11,ENSG00000110195,ENST00000393676,protein_coding,3388,3756,7074,ENSG00000110195,72189558,FOLR1,930
protein_coding,11,ENSG00000110200,ENST00000227618,protein_coding,3389,3757,7071,ENSG00000110200,72106378,ANAPC15,801
protein_coding,11,ENSG00000110203,ENST00000611028,rare_protein_coding,3390,3758,7071,ENSG00000110203,72114869,FOLR3,849
protein_coding,11,ENSG00000110218,ENST00000227638,protein_coding,3391,3759,7410,ENSG00000110218,94128841,PANX1,2852
protein_coding,11,ENSG00000110237,ENST00000263674,protein_coding,3392,3760,7104,ENSG00000110237,73308276,ARHGEF17,8163
protein_coding,11,ENSG00000110245,ENST00000227667,rare_protein_coding,3393,3763,7687,ENSG00000110245,116829706,APOC3,535
protein_coding,11,ENSG00000110274,ENST00000278935,protein_coding,3394,3764,7698,ENSG00000110274,117314557,CEP164,5629
protein_coding,11,ENSG00000110315,ENST00000265981,Transcription Factor,3395,3765,5998,ENSG00000110315,10511673,RNF141,4049
protein_coding,11,ENSG00000110318,ENST00000263468,protein_coding,3396,3766,7476,ENSG00000110318,101915010,CEP126,7048
protein_coding,11,ENSG00000110321,ENST00000339995,Housekeeping,3397,3767,6004,ENSG00000110321,10797050,EIF4G2,3794
protein_coding,11,ENSG00000110324,ENST00000227752,protein_coding,3398,3768,7707,ENSG00000110324,117986370,IL10RA,3653
protein_coding,11,ENSG00000110328,ENST00000227756,protein_coding,3399,3769,6013,ENSG00000110328,11270877,GALNT18,2503
protein_coding,11,ENSG00000110330,ENST00000227758,Transcription Factor,3400,3770,7483,ENSG00000110330,102347211,BIRC2,3764
protein_coding,11,ENSG00000110344,ENST00000252108,protein_coding,3401,3771,7720,ENSG00000110344,118359600,UBE4A,6088
protein_coding,11,ENSG00000110367,ENST00000534980,protein_coding,3402,3772,7736,ENSG00000110367,118747763,DDX6,6128
protein_coding,11,ENSG00000110375,ENST00000264031,rare_protein_coding,3403,3773,7742,ENSG00000110375,118925164,UPK2,934
protein_coding,11,ENSG00000110395,ENST00000264033,Transcription Factor,3404,3774,7752,ENSG00000110395,119206298,CBL,11168
protein_coding,11,ENSG00000110400,ENST00000264025,protein_coding,3405,3775,7763,ENSG00000110400,119623408,NECTIN1,5956
protein_coding,11,ENSG00000110422,ENST00000303296,Transcription Factor,3406,3776,6289,ENSG00000110422,33256672,HIPK3,7614
protein_coding,11,ENSG00000110427,ENST00000658780,rare_protein_coding,3407,3777,6290,ENSG00000110427,33376108,KIAA1549L,12933
protein_coding,11,ENSG00000110429,ENST00000265651,protein_coding,3408,3778,6295,ENSG00000110429,33740939,FBXO3,2403
protein_coding,11,ENSG00000110435,ENST00000227868,protein_coding,3409,3779,6315,ENSG00000110435,34915829,PDHX,2500
protein_coding,11,ENSG00000110436,ENST00000278379,rare_protein_coding,3410,3780,6320,ENSG00000110436,35251205,SLC1A2,12006
protein_coding,11,ENSG00000110442,ENST00000263401,Transcription Factor,3411,3781,6337,ENSG00000110442,36269284,COMMD9,2949
protein_coding,11,ENSG00000110446,ENST00000227880,protein_coding,3412,3782,6748,ENSG00000110446,60937060,SLC15A3,2506
protein_coding,11,ENSG00000110448,ENST00000347785,protein_coding,3413,3783,6752,ENSG00000110448,61102489,CD5,3127
protein_coding,11,ENSG00000110455,ENST00000263776,protein_coding,3414,3784,6398,ENSG00000110455,44065925,ACCS,2383
protein_coding,11,ENSG00000110484,ENST00000227918,rare_protein_coding,3415,3785,6793,ENSG00000110484,62270158,SCGB2A2,506
protein_coding,11,ENSG00000110492,ENST00000395566,protein_coding,3416,3786,6441,ENSG00000110492,46380756,MDK,830
protein_coding,11,ENSG00000110497,ENST00000683756,protein_coding,3417,3787,6442,ENSG00000110497,46396414,AMBRA1,5249
protein_coding,11,ENSG00000110514,ENST00000706887,protein_coding,3418,3788,6463,ENSG00000110514,47269161,MADD,6036
protein_coding,11,ENSG00000110583,ENST00000377793,protein_coding,3419,3790,6840,ENSG00000110583,63938959,NAA40,3649
protein_coding,11,ENSG00000110619,ENST00000380525,protein_coding,3420,3791,5796,ENSG00000110619,3000922,CARS1,2737
protein_coding,11,ENSG00000110628,ENST00000649076,protein_coding,3421,3792,5791,ENSG00000110628,2899721,SLC22A18,1543
protein_coding,11,ENSG00000110651,ENST00000263645,Housekeeping,3422,3793,5780,ENSG00000110651,2376177,CD81,1482
protein_coding,11,ENSG00000110660,ENST00000525815,protein_coding,3423,3794,7556,ENSG00000110660,107790991,SLC35F2,2769
protein_coding,11,ENSG00000110665,ENST00000381153,protein_coding,3424,3795,5778,ENSG00000110665,2295628,C11orf21,2831
protein_coding,11,ENSG00000110675,ENST00000265840,rare_protein_coding,3425,3796,7552,ENSG00000110675,107591091,ELMOD1,2935
protein_coding,11,ENSG00000110693,ENST00000683767,Transcription Factor,3426,3798,6079,ENSG00000110693,15966449,SOX6,9304
protein_coding,11,ENSG00000110696,ENST00000228136,protein_coding,3427,3799,6083,ENSG00000110696,16613132,C11orf58,3920
protein_coding,11,ENSG00000110697,ENST00000356404,protein_coding,3428,3800,6963,ENSG00000110697,67491768,PITPNM1,4217
protein_coding,11,ENSG00000110711,ENST00000279146,Transcription Factor,3429,3802,6962,ENSG00000110711,67468174,AIP,1236
protein_coding,11,ENSG00000110713,ENST00000324932,Transcription Factor,3430,3803,5817,ENSG00000110713,3671083,NUP98,6726
protein_coding,11,ENSG00000110717,ENST00000313468,Housekeeping,3431,3804,6985,ENSG00000110717,68030617,NDUFS8,737
protein_coding,11,ENSG00000110719,ENST00000265686,protein_coding,3432,3805,6985,ENSG00000110719,68039025,TCIRG1,2668
protein_coding,11,ENSG00000110721,ENST00000265689,protein_coding,3433,3806,6985,ENSG00000110721,68052859,CHKA,2714
protein_coding,11,ENSG00000110723,ENST00000265843,protein_coding,3434,3807,7568,ENSG00000110723,108505435,EXPH5,10304
protein_coding,11,ENSG00000110756,ENST00000349215,protein_coding,3435,3808,6118,ENSG00000110756,18278668,HPS5,4840
protein_coding,11,ENSG00000110768,ENST00000265963,Transcription Factor,3436,3809,6119,ENSG00000110768,18322295,GTF2H1,3012
protein_coding,11,ENSG00000110777,ENST00000393067,Transcription Factor,3437,3810,7601,ENSG00000110777,111352255,POU2AF1,2875
protein_coding,12,ENSG00000110799,ENST00000261405,protein_coding,3438,3812,8128,ENSG00000110799,5948877,VWF,8830
protein_coding,12,ENSG00000110811,ENST00000290510,protein_coding,3439,3814,8158,ENSG00000110811,6828407,P3H3,2631
protein_coding,12,ENSG00000110841,ENST00000228425,protein_coding,3440,3815,8531,ENSG00000110841,27523431,PPFIBP1,5983
protein_coding,12,ENSG00000110844,ENST00000548825,protein_coding,3441,3816,8819,ENSG00000110844,49568218,PRPF40B,3182
protein_coding,12,ENSG00000110848,ENST00000228434,protein_coding,3442,3817,8256,ENSG00000110848,9752486,CD69,1676
protein_coding,12,ENSG00000110851,ENST00000228437,Transcription Factor,3443,3818,9689,ENSG00000110851,107732871,PRDM4,4182
protein_coding,12,ENSG00000110852,ENST00000228438,protein_coding,3444,3819,8259,ENSG00000110852,9852369,CLEC2B,1533
protein_coding,12,ENSG00000110871,ENST00000288532,Housekeeping,3445,3820,9914,ENSG00000110871,120503279,COQ5,1506
protein_coding,12,ENSG00000110876,ENST00000550948,protein_coding,3446,3821,9701,ENSG00000110876,108621895,SELPLG,2573
protein_coding,12,ENSG00000110880,ENST00000261401,protein_coding,3447,3822,9701,ENSG00000110880,108645109,CORO1C,3814
protein_coding,12,ENSG00000110881,ENST00000447966,protein_coding,3448,3823,8830,ENSG00000110881,50057548,ASIC1,3886
protein_coding,12,ENSG00000110887,ENST00000228476,rare_protein_coding,3449,3824,9706,ENSG00000110887,108858932,DAO,1694
protein_coding,12,ENSG00000110888,ENST00000695402,protein_coding,3450,3825,8568,ENSG00000110888,30709552,CAPRIN2,3727
protein_coding,12,ENSG00000110900,ENST00000546076,rare_protein_coding,3451,3826,8572,ENSG00000110900,30926428,TSPAN11,5506
protein_coding,12,ENSG00000110906,ENST00000228495,Housekeeping,3452,3827,9715,ENSG00000110906,109448655,KCTD10,3920
protein_coding,12,ENSG00000110911,ENST00000262052,protein_coding,3453,3828,8850,ENSG00000110911,50979401,SLC11A2,4132
protein_coding,12,ENSG00000110917,ENST00000228506,Housekeeping,3454,3829,9921,ENSG00000110917,120687149,MLEC,6341
protein_coding,12,ENSG00000110921,ENST00000228510,protein_coding,3455,3830,9718,ENSG00000110921,109573255,MVK,2833
protein_coding,12,ENSG00000110925,ENST00000228515,Transcription Factor,3456,3831,8854,ENSG00000110925,51061205,CSRNP2,4517
protein_coding,12,ENSG00000110931,ENST00000404169,protein_coding,3457,3832,9939,ENSG00000110931,121237675,CAMKK2,4905
protein_coding,12,ENSG00000110934,ENST00000615107,protein_coding,3458,3833,8862,ENSG00000110934,51281038,BIN2,2231
protein_coding,12,ENSG00000110944,ENST00000228534,protein_coding,3459,3834,9016,ENSG00000110944,56334174,IL23A,1037
protein_coding,12,ENSG00000110955,ENST00000262030,protein_coding,3460,3835,9025,ENSG00000110955,56638175,ATP5F1B,1759
protein_coding,12,ENSG00000110958,ENST00000262033,Housekeeping,3461,3836,9026,ENSG00000110958,56663341,PTGES3,1898
protein_coding,12,ENSG00000110987,ENST00000261822,protein_coding,3462,3838,9959,ENSG00000110987,122019422,BCL7A,3722
protein_coding,12,ENSG00000111011,ENST00000331738,Housekeeping,3463,3839,9970,ENSG00000111011,122503454,RSRC2,3461
protein_coding,12,ENSG00000111012,ENST00000228606,rare_protein_coding,3464,3840,9058,ENSG00000111012,57762334,CYP27B1,2372
protein_coding,12,ENSG00000111052,ENST00000552864,protein_coding,3465,3843,9357,ENSG00000111052,80792520,LIN7A,6121
protein_coding,12,ENSG00000111058,ENST00000548058,protein_coding,3466,3845,9360,ENSG00000111058,80936414,ACSS3,8391
protein_coding,12,ENSG00000111077,ENST00000314250,protein_coding,3467,3846,8918,ENSG00000111077,53046969,TNS2,4848
protein_coding,12,ENSG00000111087,ENST00000228682,rare_Transcription Factor,3468,3847,9049,ENSG00000111087,57459785,GLI1,3972
protein_coding,12,ENSG00000111110,ENST00000228705,protein_coding,3469,3848,9107,ENSG00000111110,62643994,PPM1H,6454
protein_coding,12,ENSG00000111142,ENST00000323666,protein_coding,3470,3849,9518,ENSG00000111142,95473520,METAP2,3400
protein_coding,12,ENSG00000111144,ENST00000228740,protein_coding,3471,3850,9530,ENSG00000111144,96000753,LTA4H,2140
protein_coding,12,ENSG00000111145,ENST00000228741,Transcription Factor,3472,3851,9536,ENSG00000111145,96194375,ELK3,4201
protein_coding,12,ENSG00000111181,ENST00000684302,rare_protein_coding,3473,3852,8023,ENSG00000111181,190077,SLC6A12,3210
protein_coding,12,ENSG00000111186,ENST00000397196,protein_coding,3474,3853,8043,ENSG00000111186,1529891,WNT5B,2238
protein_coding,12,ENSG00000111196,ENST00000320756,protein_coding,3475,3854,8285,ENSG00000111196,10604193,MAGOHB,2606
protein_coding,12,ENSG00000111199,ENST00000261740,rare_protein_coding,3476,3855,9722,ENSG00000111199,109783087,TRPV4,3228
protein_coding,12,ENSG00000111203,ENST00000228799,protein_coding,3477,3856,8068,ENSG00000111203,2812622,ITFG2,2320
protein_coding,12,ENSG00000111206,ENST00000359843,Transcription Factor,3478,3857,8070,ENSG00000111206,2857680,FOXM1,3552
protein_coding,12,ENSG00000111218,ENST00000382622,rare_Transcription Factor,3479,3859,8082,ENSG00000111218,3381349,PRMT8,2399
protein_coding,12,ENSG00000111224,ENST00000228820,protein_coding,3480,3860,8089,ENSG00000111224,3791047,PARP11,4449
protein_coding,12,ENSG00000111231,ENST00000228827,Housekeeping,3481,3862,9738,ENSG00000111231,110452486,GPN3,1457
protein_coding,12,ENSG00000111237,ENST00000549578,Housekeeping,3482,3863,9739,ENSG00000111237,110491083,VPS29,1531
protein_coding,12,ENSG00000111245,ENST00000228841,rare_protein_coding,3483,3865,9746,ENSG00000111245,110910819,MYL2,783
protein_coding,12,ENSG00000111247,ENST00000352618,protein_coding,3484,3866,8104,ENSG00000111247,4538798,RAD51AP1,2112
protein_coding,12,ENSG00000111249,ENST00000261726,rare_Transcription Factor,3485,3867,9749,ENSG00000111249,111034165,CUX2,6703
protein_coding,12,ENSG00000111252,ENST00000341259,protein_coding,3486,3868,9754,ENSG00000111252,111405923,SH2B3,5431
protein_coding,12,ENSG00000111254,ENST00000228850,rare_protein_coding,3487,3869,8107,ENSG00000111254,4615508,AKAP3,3334
protein_coding,12,ENSG00000111261,ENST00000535902,protein_coding,3488,3870,8323,ENSG00000111261,12326056,MANSC1,5532
protein_coding,12,ENSG00000111266,ENST00000298573,protein_coding,3489,3872,8327,ENSG00000111266,12473282,DUSP16,6661
protein_coding,12,ENSG00000111269,ENST00000228865,Transcription Factor,3490,3873,8329,ENSG00000111269,12611827,CREBL2,3770
protein_coding,12,ENSG00000111271,ENST00000313698,protein_coding,3491,3874,9761,ENSG00000111271,111686053,ACAD10,4006
protein_coding,12,ENSG00000111275,ENST00000261733,protein_coding,3492,3875,9763,ENSG00000111275,111766887,ALDH2,9561
protein_coding,12,ENSG00000111276,ENST00000228872,Transcription Factor,3493,3876,8332,ENSG00000111276,12685498,CDKN1B,2411
protein_coding,12,ENSG00000111291,ENST00000228887,rare_protein_coding,3494,3877,8342,ENSG00000111291,12940575,GPRC5D,1347
protein_coding,12,ENSG00000111300,ENST00000261745,protein_coding,3495,3878,9770,ENSG00000111300,112026689,NAA25,5771
protein_coding,12,ENSG00000111305,ENST00000651961,rare_protein_coding,3496,3879,8347,ENSG00000111305,13083532,GSG1,2613
protein_coding,12,ENSG00000111319,ENST00000228916,protein_coding,3497,3880,8136,ENSG00000111319,6346843,SCNN1A,3149
protein_coding,12,ENSG00000111321,ENST00000228918,protein_coding,3498,3881,8137,ENSG00000111321,6375045,LTBR,2134
protein_coding,12,ENSG00000111331,ENST00000228928,protein_coding,3499,3884,9785,ENSG00000111331,112938051,OAS3,6599
protein_coding,12,ENSG00000111335,ENST00000392583,protein_coding,3500,3885,9786,ENSG00000111335,112978395,OAS2,4622
protein_coding,12,ENSG00000111339,ENST00000228936,rare_protein_coding,3501,3886,8372,ENSG00000111339,14825569,ART4,5160
protein_coding,12,ENSG00000111341,ENST00000539261,protein_coding,3502,3887,8374,ENSG00000111341,14880864,MGP,1650
protein_coding,12,ENSG00000111344,ENST00000548055,protein_coding,3503,3888,9789,ENSG00000111344,113098819,RASAL1,3368
protein_coding,12,ENSG00000111348,ENST00000228945,protein_coding,3504,3889,8376,ENSG00000111348,14942031,ARHGDIB,1174
protein_coding,12,ENSG00000111358,ENST00000543341,Transcription Factor,3505,3890,10003,ENSG00000111358,123633739,GTF2H3,3327
protein_coding,12,ENSG00000111361,ENST00000424014,Housekeeping,3506,3891,10002,ENSG00000111361,123620406,EIF2B1,2397
protein_coding,12,ENSG00000111364,ENST00000238146,protein_coding,3507,3892,10001,ENSG00000111364,123602077,DDX55,2656
protein_coding,12,ENSG00000111371,ENST00000398637,protein_coding,3508,3893,8733,ENSG00000111371,46183063,SLC38A1,8097
protein_coding,12,ENSG00000111404,ENST00000538724,rare_protein_coding,3509,3894,8410,ENSG00000111404,18080869,RERGL,990
protein_coding,12,ENSG00000111405,ENST00000422538,rare_protein_coding,3510,3895,8758,ENSG00000111405,47709734,ENDOU,2378
protein_coding,12,ENSG00000111412,ENST00000261318,protein_coding,3511,3896,9849,ENSG00000111412,116710171,SPRING1,8426
protein_coding,12,ENSG00000111424,ENST00000549336,Transcription Factor,3512,3897,8764,ENSG00000111424,47841537,VDR,4616
protein_coding,12,ENSG00000111432,ENST00000229030,rare_protein_coding,3513,3898,10109,ENSG00000111432,130162459,FZD10,3277
protein_coding,12,ENSG00000111445,ENST00000454402,protein_coding,3514,3899,9867,ENSG00000111445,118013588,RFC5,2104
protein_coding,12,ENSG00000111450,ENST00000392373,protein_coding,3515,3900,10120,ENSG00000111450,130789600,STX2,3441
protein_coding,12,ENSG00000111452,ENST00000261654,rare_protein_coding,3516,3901,10124,ENSG00000111452,130953907,ADGRD1,5390
protein_coding,12,ENSG00000111481,ENST00000262061,Housekeeping,3517,3902,8954,ENSG00000111481,54301202,COPZ1,1890
protein_coding,12,ENSG00000111490,ENST00000539867,rare_protein_coding,3518,3903,9146,ENSG00000111490,64759484,TBC1D30,7764
